file_name,content,grade
20152t4p1801r.docx,"Fernanda Da Silva
20 septembro 2014
Belem

Distinguida Perfeita nossa capital e uma das cidades Brasileiras com maior vaiedade de azulejos Sendo um Patrimônio Histórico nacional.

Da decada dos anos 70 para cá, no entanto, mais 50% dos azulejos se perderam este ano, a situação parece ter se agravado.

Isto Azulejos valiosos são patrimônios de nossa cidade e tem grupos de vandalimo e de roubos que estam destruiendo e desaparecendo a os poucos.

Precisamos medidas de proteção o mantenimento das estruturas arquitetonicas para matenes este valioso patrimônio pa generações.

Atesiosemente
Bibiana Cambará
Moradora de Bélem

",2
20152t4p1806r.docx,"
Azulejos valiosos


A capital paraense em Belém está com perigo por causa de azulejos que coloriam as fechadas e o interior de resisdências, porque, azulejos são alvo de roubos e depredações em Belém.

Conforme o jornal de Em dia, desde fevereiro, pelo menos quatro casarões foram alvo de vandalismo e está se espalhando pela capital paraense. O maior problema é não apenas roubar, bem como resolver. Embora comece a processo de tombamento do casarão, o procedimento é demorado por faltar documentos detalhes arquitetônicos e históricos da construção.

A fim de solucione, é necessário que se tomarem medidas imediatas agora para proteção dos azulejos.


Em conclusão, gostaria que a prefeitura municipal deve resolver para a capital paraense fica mais seguo na situação que o roubo aumenta cada vez mais.

",2
20152t4p1809r.docx,"Estamos perdendo nossa história...

Brasil é um dos paises com mais história e diversificaçao de cultura do mundo, as pessoas, conhecem-nos pelo fútebol, prais, samba, mais também pela história e cultura de cada uma de nossas cidades.

Voce leitor concorda? Você não gosta de um Brasil bonitinho, com boas coisas em quanto a cultura e maravilhosas estruituras arquitetônicas? Belém esta cheio dessas, temos parte dessa cultura em nosso poder, não estando essa cultura e história esta indo embora de nossas mãos, para as mãos do vandalismo.

Como morador de Belém estou no dereito de pedir às autoridades medidas imediatas para solucionar o problema de vandalismo em nossa cidade, não quero que minha cidade torna-se em uma cidade sem mais cultura e arte, quero meu cidade limpa de vandalos que só procuram fazer o mau.

Os azulejos valiosos só aumentam de valor dia com dia por isso e melhor tomar medidas inmediatamente, amanha vai ser pior dia com dia é mais difícil controlar o desejo dos vandalos de ter isso no seu poder. Por favor não deixem que isso aconteça.

",2
20152t4p1820r.docx,"Azulejos Valiosos

Exmo senhor: presidente da prefeitura municipal eu Bibiana, cidadã nacional venho por esta, pedir a vossa intervenção nos roubos e depredações de Belém.
Como sabemos a capital paraense já foi considerada uma das cidades brasileiras com maior variedade de azulejos, coloriam as fachadas e o interior das residências, azulejos esses importados do século XIX para XX.
Um dos monumentos o Palacete de Vitor Maria foram roubados e encontrados dias depois em cacos e agora estão no laborátorio para que os especialistas tentem remodela-los, embora a proteção do palacete parece encaminhada, mas a situação na cidade está causando preocupação já que os três casarões tiveram azulejos do século XIX furtados. Foram roubos pontuais muito estranhos e eu como uma cidadã desesperada peço a vossa ajuda, porque é o nosso património que está em jogo a nossa história, a pintura nos azulejos são arte e essa arte faz parte da nossa cultura.
Aguardo a vossa intervenção

Para: Presidente da prefeitura municipal.

De: Bibiana Cambará
",2
20152t4p1830n2r.docx,"Data: 20 de outubro de 2015
De: Bibiana Cambará
Para: Quem lhe interesse da Prefeitura Municipal
Assunto: Inconformidade com os casarões históricos da cidade

Senhores:

Paraná está vivendo uma situação de roubos que não podemos aceitar, realmente é necessario tomar medidas imediatas para não seguir riscando as construções das cidades.
O vandalismo deve ser eliminado, porque está provocando medo e preocupação nos moradores, além disso está transformando a cidade em uma simples sem cor, porque ninguém quer perder os azulejos por causa de uns vandidos.
É muito importante que tomem medidas porque os Patrimônios Historicos também estão sofrendo dos roubos e o pior é que o processo de encontrar os azulejos é muito demorado e quase impossivél de restaurar uma peça que foi feita há muitos anos atrás.
Tomara que possam fazer algo logo.

Atenciosamente:
Bibiana Cambará",2
20152t4p1839r.docx,"São Paulo 20 de octubro de 2015

Prefeitura Municipal

Azulejos Valiosos – Depredações em Belem

Eu sou moradora de Belem hace muitos anos.
Tendo em conta que a capital paraense e uma da cidades com maior variedade de azulejos. A maioria foi importada da europa principalmente na virada do século XIX para o XX.
Da década de 1970 para cá, mais de 50% dos azulejos se perderam.
Este ano pelo menos quatro casarões foram alvo de vandalismo e uma das construções depredadas é o Palacete Vitor Maria da silva.
Más a situação na cidade causa preocupação já que outros três casarões tiveram azulejos do século XIX furtados. Foram roubos pontuais muito estranhos.
A segurança de Belem deija muito o que dizer, por enquanto preciso que vocês fazan talvez um progeto sobre a segurança dos azulejos valiosos para que não sejam roubos.
Esperando que formem um progeto de segurança tenham meus saudações mais cordiais

Atenciosamente
Bibiana Cambará Terr
Moradora de Belem

",2
20152t4p1852r.docx,"Queridos leitores,
Eu sou Bibiana Cambará e moro em Belem desde 60 anos. Como podem deduzir nasci e cresci aqui e por isso estou muito ligado a essa maravilhosa cidade.
É uma tristeza o que esta acontecendo da decada de 1970 para cá e é ainda pior que em este ano a situação parece ter se agravado: desde fevereiro pelo menos quatro casarões contenentes azulejos foram alvo de vandalismo. Como você sabem Belem é uma das cidades brasileiras com maior variedade de azulejos, muitos dos quais foram importados da Europa. Representam então importantes repertos historicos mas tambem maravilhosos. Unosos pedaços de arte. Os azulejos trazem onor pra nossa cidade e então é importante tomar medidas para terminar com esses roubos.

",2
20152t4p1854r.docx,"
Outubro 20, 2015

Prezado: Prefeitura Municipal
assunto: situação dos casarões historicos da cidade

Bom día,
Eu estou muito triste pela situação que está vivendo à cidade de Belem, debido o que desde fevereiro, pelo menos quatro casarões foram alvo de vandalismo. Não sei que esta pasando e também não sei que esta fazendo às autoridades municipais; eu já não acho uma resposta sobre isso. Esta cidade tempo atrás já foi considerada uma das cidades brasileiras com maior variedade de azulejos que coloram as fachadas e o interior de residências mas eu acho que não é assim.
Eu preciso uma resposta desta situação, debido que está trazendo preocupação a muitas pessoas desta cidade.

Muito obrigado por seu atenção.
Atenciosamente,
Bibiana Arminda Cambará

",2
20152t4p1865r.docx,"Carta aberta para a Prefeitura Muncipal:

Nossa queridísima cidade de Belém têm uma das maiores variedades de azulejos mas ate quando?
Na atualidade está acontecendo um problema muito grave e é necessario tomar medidas para soluciona-lo immediatamente!
Varios cassarões do século XIX forão alvos de robos e depredacões mas os ladrões só robarão azulejos. Os cassarões não são atrativos por fora então as pessoas que invadirão tinhão sido encarregadas de roubar só azulejos e também tinhão sido informadas de roubar em cassarões pontoais, como é o caso do Palacete Vitor Maria do Silva.
O Departamento do Patrimônio Histórico, Artístico e Cultural já iniciou o processo de tombamento do cassarão mas estes roubos fazem agente pensar que foi uma tentativa de desqualificação da propriedade o que estes atos são parte do mercado de azulejos.
Qualquer fora acaso, a Prefeitura Municipal é responsável de proteger e investigar estes atos mafiosos. Como vizinhos da cidade não podemos permitir a destrução do patrimônio cultural para a venta do seus azulejos. É que somos incultos? Vamos permitir que atos mafiosos destruão os cassarões mas bonitos e antigos da cidade? Não!
Eu não vou permitir isso e espero que a Prefeitura tampouco permita. Convido a todos os jornais para que publiquem esta carta aberta para virar este problema em um assunto público.
Não permitamos a destrução do nosso patrimônio cultural!

Muito Atenciosamente,

Bibiana Cambará
cidadã e vizinha de Belem

",2
20152t4p1867r.docx,"Caros Senhores/Senhoras,
Como toda a gente sabe, os azulejos são um dos nossos patrimônios mais preciosos e históricos. Infelizmente, quatro casarões do século XIX são alvo de roubos e depredações em nossa cidade Belém recentemente. Penso que é uma grave situação e as medidas respetivas são necessárias.
Desde década de 1970 até agora, mais de 50% dos azulejos perderam-se e neste ano, a situação parece pior. A meu ver, os responsáveis têm de assumir as responsabilidades de solucionar esse problema e não demoram atuar. Depois de receber mais de 1000 fragmentos de azulejos, em vez de arrajar este caso imediatamente, coordenadora do Lacore decidiu limpar e organizar o material até a fim de Junho. O que é mais, o processo de tombamento do casarão também foi demorado. Penso que eles não têm razão. É melhor documentar detalhes arquitetónicos e históricos da construção e fazer certo que os painéis de azulejo estão em proteção.
Além disso, não podemos ignorar os exemplares fora das áreas tombadas. Os exemplares ainda restam cada vez mais de valor e precisam de proteção.
Os azulejos são patrimónios únicos da nossa nação, por conseguinte vamos protegê-los juntos.

Morador de Belém
Bibiana

",2
20152t4p1869r.docx,"à “Prefeitura Municipal”

Até quando as autoridades fecharam seus olhos ao vandalismo em nossa antes charmosa cidade?
Ou sera que vocês estão muito ocupados desqualificando o patrimonio do século XIX?
Quais são esses interesses ocultos que pretendem?
Tombar toda a cidade e mudar-a em uma imensa loja?
Dia a dia, um caco da história é roubado, olhem o Palacete Vitor Maria! Vejam o casarão com novas feridas cada amanha!

Thaís Toscado prometeu interditar segundo o procedimento de documentação, pois não, ninguém esta documentando nada, o Palacete esta vazio, nenhum polícia protege pelas noites.

Estamos fatigados, maguados pela resposta fraca da prefeitura. Precisa-se de medidas imediatas para conter a depredação de nossa historia!

[Assinatura]
Morador de Belém

",2
20152t4p1872r.docx,"Como tudos já ouviram a situação não dai para mais. É inesquecivel que quatro casarões do século XIX foram roubados e depredados.
Istos casarões são parte da historia da capital paraense, a prefeitura deberia evitar o vandalismo. A situação é cada vez pior. Já há muitos indicios de que os roubos são encarregados mais ninguem investiga. É necessario uma investigação para que a pessõa culpavel seja castigada. As medidas urgentes agora são a preservação dos casarões que não foram afectados porque é posivel que sejam o próximo objetivo.
A prefeitura tem a obrigação de não deixar que tudo isto siga sueedendo, os vandalos só quer o dinheiro e não podem ver o mal detrais de suas ações, as quais destruim a historia da minha cidade e a de voces.
Há outras hipotesis piores que falam da desqualificação da propiedade para que possam fazer o que quiser com elas. Então eu sou só um simple morador de Belém que que que a sua cidade seja preservada e não perda a sua historia.
Atenciosamente,
[Assinatura]

",2
20152t4p1873r.docx,"Como morador desta capital quero fazer um chamado de atenção por o estado em que se encontram a maioria dos casarões do século passado.
Os quais estão sendo alvo de vandalismos, os azulejos que são antigos e trazidos da Europa estão sendo robados das frentes dos casarões para ser levados talvez ao caminho dos negocios ilegais já que são muito costosos.
Tendo em conta esta situação que afeta nosso patrimonio cultural é que aguardo uma resposta para procurar solucionar este problema de vandalismo e nos possamos continuar admirando as belezas arquitetônicas que formam parte da nossa capital paraense.

Aguardo uma pronta resposta
Atenciosamente
Bibiana, 12/1/15

",2
20152t4p1876r.docx,"20 de outubro de 2015

Prefeitura Municipal


Prezados senhores,
Comunicamos-lhes, que a situação de roubos de azulejos valiosos em Belém, cada ano parece ter se agravado, o crecimento de vandalismo pelas casarões históricos da cidade esta destruindo os interiores mais bonitos que Belém tem, além das outras cidades.
V. Exa. precisamos tomar medidas inmediatas para a proteção dissos patrimônios históricos que nos temos, e a conservação da beleza arquitetônica que a cidade tem.


atenciosamente

[Assinatura]

Bibiana Cambará T.

",2
20152t4p1879n2r.docx,"Belém, 19 de outubro de 2015
Excelentíssimo Sr. Prefeito de Belém
Assunto: Evitar os roubos dos azulejos da cidade.

Excelentíssimo Sr Prefeito de Belém:
Dirijo-me a vossa excelência com esta carta aberta que serão publicada nos jornais da cidade.
Sou Bibiana Cambará, moradora de Belém e protetora de nossos casarões históricos da cidade. Tristemente, nos últimos anos nossos casarões têm sido roubados, e seus azulejos também. Já mais de 50% dos azulejos tem sido furtados. Istos azulejos são pratrimônio da humanidade, de nossa historia e de nossa cultura. Eles foram importados da Europa no século XIX e tem sido parte de nossa cidade desde aquelos tempos. Os roubos dos azulejos causa muita preocupação, eles além de ser costosos façem parte da cultura paraense.
Escrivo a vossa excelência para solicitar vosso apoio na proteção distos casarões e de seus azulejos, sem vosso apoio muitos casarões serão tombados. A restauração dos azulejos é difícil e demorado mas é importante eles têm um valor histórico e até arquitetônico grandíssimo para nossa cidade.
Segundo a arquiteta e urbanista, Cláudia Nascimento, a perdida dos azulejos está encaminhando ao tombamento dos casarões como consequência da desqualificação da propriedade. Por isso é importante sua proteção!
A cidade precisa de vossa atenção. Sem a proibição de tombamentos de casarões e sem a proteção dos azulejos a cidade poderia perder sua história e seu atrativo turístico.
Excelentíssimo sr. Prefeito, espero vossa atenção no assunto.
Atenciosamente, Bibiana Cambará
Moradora de Belém",2
20152t4p1881n2r.docx,"Exmo Sr Prefeito do Municipio

Assunto:
Antes de mais, quero agradecer a voça atenção e desejo tudo de bom nessa ardua tarefa.

Como morador e pessoal ativo, escrevo esta presente carta ao sº ex, para demonstrar a minha indignação, face ao actos de vandalismo que vem acontecendo na nosso patrimônio estorico que situa na nossa cidade denominado “Azulejo Valioso”, que é um memorial histórico, anda esta centrado séculos de histórias do nosso povo. Fica preocupado de ver pessoas a vandalizar a tão grande obra que deu enfase a uma cidade que é considerada hoje, de uma cidade histórica.

Temos que preservar as histórias, os patrimônios culturar para o bem da nossa socida. E necessaria nos envolvermos mais com a cultura, porque ela nos traz em mente tempos remotos quando tudo ainda erá estava incoberto.",2
20152t4p1893n2r.docx,"O vandalismo no casarões tem que acabar!
De fato, sempre novos azulejos são roubados; não pode continuar assim.
Nos, moradores de Belém, estamos com sorte, de viver em uma citade culturalmente muito desenvolvida; e gostaria nos deixar este patrimonio para as generações futuras E uma pena de aprender, mais uma vez, que algumas casarões foram assaltados. Não entendo que a policia não proteja estes lugares como esta situação vai encerrar?
Eu sou muito triste que deixemos estas maravilhas escaparem Belem é o citade onde têm a maiora variedade de azulejos; cujos muitas vem da Europa; e existem desde o século XIX, por exemplo o Palacete Vitor Maria da Silva.
Já na década de 1970 despareceram mais de 50% se não agirmos, não terão mais em alguns anos. Por isso, eu peço à prefeitura munipal de fazer tudo os seu possível para prevenir os atos de vandalismo.
E primordial agora de aumentar o numero de policiais perto destes lugares e de desenvolver investigações para prender os ladrões.
Sobretudo, se deve encontrar e denunciar os organizadores deste mercato.
Espero que todos entendam bem o serio da situação; e que medidas eficazes foram presas rapidamente.
Atenciosamente
Bibiana de Cambará",2
20152t4p1895n2r.docx,"Prezados funcionários da prefeitura municipal,
Sou Bibiana Cambará e moradora de Belém. Gostaria de pedir tomar decisão para solucionar a situação dos casarões históricos de Belém.
Tenho orgulho da minha cidade que tem a maior variedade de azulejos, mas boa parte deles se perderam e essa situação está piorando. Temos que preservar e organizar os azulejos preciosos para não destruir pelo vandalismo.
Para iniciar o processo de tombamento do casarão ia demorar, entretanto, seria inevitável. A proteção tem que acelerar mais para não poder roubar. As pessoas que invadiram devem ter sido encarregadas de roubar azulejos.
Acredito que a melhor maneira para solucionar é publicar essa situação triste para jornais locais. Depois de ver o jornal, as pessoas terão mais atenção e pensarão nessa situação.
Espero que resolve e protege nossos azulejos para futuro.
Atenciosamente,

Bibiana Cambará
Belém, PR, Brasil

10/10/2015",2
20152t4p1909n2r.docx,"Prefeitura Municipal.

Por meio du esta carta eu gostaria du fazer publica minha inconformidade com a situação dos casarôes históricos da cidade.
Os azulejos valiosos que coloriam as fachadas das residências foram importadas da Europa; na década de 1970 mais de 50% dos azulejos se perderam, agora 2015 a situação se agrava
O vandalismo nos casarões é muito, os azulejos ficam agora no laboratório de conservação e restauração mas não ficam enteiros, agora são somente fragmentos, pudem ser restaurados ou refeitos.
Os roubos são muito estranhos e as investigações não estão concluidas, os azulejos tem muito valor agora.
Eu sou um ciudadano que fica preocupado dos casarões históricos, acho nós temos uma necessidade muito grande e preciso o que vocês tomarem medidas imediatas para solucionar os problemas com os roubos.
Por favor, sim vocês não tomarem medidas imediatas, os casarões vão ser alvado mais vandalismo e tudos os azulejos que foram importados vâo ser roubados.
Espero sua resposta pronta.
Muito obrigada.",2
20152t4p1915n2r.docx,"Rio de Janeiro, 20 de outubro de 2015

Prefeitura municipal
Rua Adolfo Mota, 205, predio 6

Prezados senhores:

O Bairro Belém atualmente está sindo afetado por um alto indíce de vandalismo. As maiorias das residências estão cobertas de azulejos nas fachadas e (em) no interior. Ultimamente a aumentado os roubos neste bairro e a preocupação da comunidade. Além disso, as pessoas têm muito medo de divulgar a situação, porque muitas não conhecem a importância deste problema.
Os azulejos são detalhes históricos da cidade, que têm muito valor para Rio de Janeiro e todo o país. Nós precisamos com urgência uma solução ao respecto, para diminuir este vandalismo. Acreditamos que se deve amplar a segurança do bairro e proteger os azulejos.
Também informar lha todas as pessoas o acontecido, para que a população fique experto.
Eu quero lhe-agradeçer por sua atenção. Aguardo pronta solução e resposta.

Bibiana Cambará
Bairro Belém",2
20152t4p1916n2r.docx,"20 de Outubro de 2015

Prefeitura municipal:

Ultimamente azulejos valiosos foram roubados e sacadas do lugar correspondente. Estos são importados da Europa na virada do século XIX para o XX e da decada de 1970 para acá mais de 50% de azulejos se perderam. Todo parece ser caso de vandalismo nos casarões historicos na ciudade. Eu sou um simple morador de Belém mas eu acho que é nossa responsabilidade preservar os lugares mais importantes da nossa ciudade e pra isso vocês debem resolver esta situação. Um dos espaços despedrados é o Palacete Victor María da Silva cuales azulejos foram encontrados logo de días e agora estão no Laboratorio de Conservação e Restauração da UFPA e eles falam que há mais de 1000 fragmentos de azulejos que recebem e que e um quebra-cabeça para ver a que paineís pertencem. A única solução e que a seguridade dos espaços importantes e antiguos seja duplicada pra que não se perdam mais azulejos. Pra mim debe haver mais seguridade, respeito pelo patrimonio do país, da ciudade e sanciones pra aqueles que são os vandalisto. O Palace Victor María e um casaro histórico da ciudade e como tal não debem tombar-lho poruq eestive muito anos no ciudade e é parte da nossa cultura e do nosso ciudade. Por outro lado esta não é a única há quatro casarões mais que foram despedrados.
Saudades
Bibiana Cambará",2
20152t4p1917n2r.docx,"Belém, 10 de Agosto de 2015

Jornal novo tempo

Solicito a publicação desta carta na próxima edição.

Presados Senhores
Nossa cidade é considerada uma das cidades de maior variedade de azulejos do Brasil. Muitos deles procedentes do Europa.

Estas obras de arte do seculo XIX e XX atualmente vem sendo vandalisadas e roubados impunemente, atos que danificam o patrimonio historico de nossa cidade

Pelo que solocito as autoridades da prefeitura municipal renovar os esforços para proteger os azulejos de nossa amada cidade, já que eles são uma grande joia de valor artístico e histórico.

Atenciosamente
Bibiana Cambará",2
20152t4p1922n2r.docx,"20 de Outubro de 2015

Aprezados na prefeitura municipal,
Eu acho importante que vocês saibam que os moradores de Belém estamos inconformados com a situação dos casarões históricos da cidade. Os casarões são de muito valor historico por os azulejos que coloriam as fachadas e os interiores destos. O problema os azulejos, importados da Europa nos seculos XIX e XX, se estão perdento. Nos ultimos anos a situação parece ter se agravado. Os azulejos estão sendo furtados mais rapidamente, já que não existe nenhum tipo de proteção.

Se siguessemos asim os azulejos seriam roubados, tudos, muito pronto. É claro que há um mercado de azulejos na cidade que não esta sindo controlado. Quando a prefeitura, vocês, fizerem alguma coisa para acabar com o mercado, os níveis de roubo de azulejos melhorarão. Os azulejos que ainda restam aumentam cada vez mais de valor, fazendo deles um roubo mais atrativo, então se voces não protegessem-nos pronto, os azulejos seriam tudos roubados e já não teriam nada que fazer.

Muito obrigado por a atenção.
Bibiana Cambará",2
20152t4p1929n2r.docx,"Belém, 20 de Outubro de 2015
Prezado Prefeitura Municipal,

Sou um morador da nossa cidade Belém e é de conhecimento que as situações dos casarões históricos da cidade estão pior.
Primeiramente, uma das construções é o Palacete Vitor Maria da Silva. Este prédio está em cacos por causa de vandalismo, roubos, sujo.
Esse imóvel histórico tem um dos interiores mais bonitos da cidade, mas agora é muito simples por causa do roubos.
É com necessidade de se tomarem medidas imediatas para solucioná-lo porque, este prédio poderá trazer pessoas fora do estado para visitar, e também aumenta turismo da cidade.
Além disso, no caso de proteção, este imóvel deverá ter proteção em alguma forma para que não possam roubar azulejos.
Em virtude dos pontos apresentados, espero que esta carta será considerado com atenção.
Atenciosamente,
XXX,
Morador.",2
20152t4p1932n2r.docx,"Belém 20 junho 2015

Prefeitura municipal,

Bão tarde;

Com já sovemos a capital é considerada uma das cidades brasileira com maior variedade de azulejos nas residências que foram importados da Europa na virada do século XIX para o XX mas de 1970 para cá, mais de 50% deles se perderam. E este ano tudo parece ter se agrevado pelo vandalismo nos casarões históricos orincipalmente no palacete vitor Maria da Silva
Os azulejos foram encontrados em cacos o que é muito triste dado o nível artístico dos azulejos
A situação causa preocupação já que outros três casarões tiveram azulejos furtados.
O que chamo atençao é que as pessoas que invadiram devem ter sido encarregados de roubar soumente azulejos A superindentende do Iphan no Pará dize que tudo indica que há um mercado de azulejos.
É por isso que os casarões têm que ter proteção porque os exemplos que ainda restam aumentam cada vez mais de valor.
Esperando medidas imediatas para solucioná-lo. Obrigado
Bibiana Arminda Cambará Terra",2
20152t4p1951n2r.docx,"Carta Aberta

Dirigido à Prefeitura Municipal,

Escrevo como ciudadão e morador de Belém, preocupado com a situação dos casarões históricos da cidade.
Eu tenho lido um artigo publicado no Jornal Em Dia, titulado “Azulejos Valiosos” que apresentou que construções históricas tinham sido alvo de vandalismo e foram depredados. Aí, Claudia Nascimento, arquiteta e urbanista suspeitou que as pessoas que tinham invadido o Palacete Vitor Maria da Silva, deviam ter sido encarregados de roubar azulejos e segundo a superindentende do Iphan havía possibilidade de um mercado de azulejos ilegal na cidade.
Eu acho que a policia e o estado precissam fazer pesquisas para dar com os malandros responsaveis e procurar já mesmo vigilância para as residências com valor histórico e cultural da cidade.

Bibiana Cambará",2
20152t4p1958n2r.docx,"Bibiana de Cambará
Belem nº 006
000-000-Paraná

Prefeitura Municipal de Paraná
000-000
Paraná. 20 de outubro de 2015

dirigio-me aos senhores da prefeitura pelo que está acontecendo em nossa cidade, talves os senhores ainda não saibam da situação.

A situação em nossa cidade parece ter se agravado desde o iniço do ano, quatro casarões foram acto de vandalismo; os azulejos do nosso palacete Vitor Maria da Silva foram roubados por criminosos. Os azulejos após foram encontrados e agora são conservados num laboratorio da cidade. Nossa supeindentende indica que há um mercado de azulejos na cidade, mas ninguem faz nada para tomar medidas e a situação melhorare.

É por isso que peço-lhes a vocês como autoridades pôr mais vigilancia nestes casarões que são nosso patrimonio cultural.

Atenciosamente
X
Morador de Belem",2
20152t4p1967n2r.docx,"20 de otubro de 2015
Prezados leitores,
Hoje em dia há um problema que involve a nós, os moradores de Belém, o vandalismo nos casarões do século XIX.
As fachadas e o interior destas residências tem azulejos muito valiosos, que foram importados da Europa principalmente no século XIX mais de 50% dos azulejos se perderam entre agora e a década de 1970. Mas ultimamante a situação parece ter se agravado. Segundo a superindentende do Iphan, tudo indica que há um mercado de azulejos na cidade.
Em princípio, é necessario que se tomem medidas para solucionar o problema, porque até que nada se faça os poucous exemplares de azulejos que ainda restam aumentam cada vez mais de valor. A gentê deve actuar e assim proteger aos casarões que fazem parte de nosso patrimonio Histórico, Artístico e Cultural. Devem se tomar medidas imediatas para parar o vandalismo.
Desejo contar com seu apoio,
Atenciosamente,
Bibiana Cambará Terra, moradora de Belém",2
20152t4p1970n2r.docx,"Eu sou morador de Belén e escrevo esta carta para me queixar da situação dos casarões históricos da cidade.
Para quem não souber, a capital paraense é considerada uma das cidades brasileiras com maior variedade de azulejos, dos quais boa parte foi importada da Europa.
Mas o que aconteceu, é que de 1970 para cá, mais de 50% se perderam, por causa de roubos ou vandalismo.
Estos azulejos são obras de arte que são parte da história de Belén e que devem ser precervados para as gerações que vêm.
Na minha opinião a proteção que se está tentando dar-lhes não é suficiente. A prefeitura municipal tem que tomar cartas no assunto, já que outros três casarões tiveram azulejos furtados de formas estranhas, o que faz pensar que está crescendo um mercado de azulejos na cidade.
Sugiro que se faça algo ao respeito o antes que se poder, a fim de evitar mais roubos com o acrescento do valor destos exemplares.",2
20152t4p1973n2r.docx,"Senhores prefeitura Municipal de Belém

É preocupante a situação dos casarões históricos da nossa cidade, não parece acreditavel que estão sendo alvo de vandalismo e ainda mais preocupante de roubo. Faço referência aos azulejos das residências, estes foram importados da Europa no século XIX e XX para colorir as fachadas e o interior delas, desde o ano 1970 para cá, 50% dos azulejos se perderam, mas este ano a situação parece ter agravado, tem incrementado o vandalismo pelo menos em quatro casarões e em três os azulejos foram furtados, há cerca de um ano o Departamento do patrimônio Histórico, Artístico e Cultural iniciou o processo de tombamento do palacete Vitor Maria, mas é só este casarão que está sendo protegido, este problema se acrescentara se não tomam medidas inmediatas para evitar o vandalismo das peças importantes da historia e dos casarões que se tem suspeita é feito para desqualificar as propriedades e assim fizer o que se quiser com o patrimônio da propriedade, também se suspeita dum possível mercado de azulejos na cidade porque se sabe que os azulejos que restam aumentan cada vez mais de valor.

Bibiana Cambará, 23 ago 2012.",2
20152t4p1977n2r.docx,"Belem, 20 de outubro 2015
Senhores:
Prefeitura do Belem
Ref: Situacão dos casarões históricos

Dessejando uma boa labor a suas pessoas como autoridades como esta carta, de conhecimento publico, expressando minha preocupação respeito a situação dos casarões históricos da cidade.
Vou fazer referença ao artigo “Azulejos valiosos” (Jornal Em dia. Jun. 2012) Em esste artigo se fáz emfase em que mais do 50% dos azulejos que foram importados da Europa (sex. XIX-XX), é que se encontrabam dentro nos casarões, se perderam apartir de 1970. O Palacete Vitor Maria da Silva tem agora seus azulejos em mais de 1000 fragmentos em ou Laboratorio “Lacore” tentando ser restaurados Nesste artigo se fala respeito a que tiveram acontecendo roubos pontuais dos azulejos pelo valor que tem. eles tambem se fala de uma tentativa de desqualificação da propriedade para que se possa fazer o que quiser como o patrimônio. E por issto que eu pesso melhorar a segurança dos casarões e tentar restaurar eles na brevedade possivel.

Atenciosamente
[Assinatura]
Bibiana Cambará
Morador de Belem",2
20152t4p1986n2r.docx,"Belém, 21 de outubro de 2015

Prezada prefeitura municipal
Belém é conhecida por seus azulejos valiosos, boa parte importada da Europa. Não é possivel que o vandalismo tenha encontrado a maneira de roubar os casarões históricos da cidade. A segurança e proteção deve ser número um nesta cidade. Os casarões da cidade são patrimônio e devem ser respeitados. Uma organização deveria asegurar os azulejos para que os exemplares não sejam roubos.
As investigações deveriam de ser concluídas para esclarecer os roubos na cidade. É importante encontrar aos responsaveis e a proteção dos exemplares já que os poucos que ainda restam aumentam cada vez mais de valor.
Espero que a situação possa ser controlada pelas autoridades e que os roubos não se espalhem mais.

Atenciosamente,
Morador de Belém",2
20152t4p1999n2r.docx,"Data 20 de outubro de 2015
De: carta aberta
Para: Prefeitura Municipal

Mediante esta carta eu quero pedir a nossa prefeitura municipal, mais segurança para noss cidade, pelos constantes roubos de azulejos valiosos, que temos constantemente.

Todos sabemos que nossa cidade é muito valiosa pelos azulejos valiosos importados da Europa, e até agora mais de 50% dos azulejos se perderam, e ninguém sabe nada do acontecido.
Como morador de Belém eu peço a nossa prefeitura tomar conta disso e colocar mais segurança nos lugares mais valiosos da cidade, para que já não tenhamos mais furtos e nossa cidade fique bela com os azulejos valiosos e formosos.

Esperando que vocês tomem conta disso.

Atenciosamente Morador de Belém.",2
20152t4p19n2r.docx,"Rio de Janeiro           20 de outubro de 2015
Ref: Azulejos valiosos
Prezado Senhor Prefeito
Meus cumprimentos
Meu nome é Bibiana Cambará morador de belém (Pará) me dirijo a você com muito respeito para pedir mais segurança aos casarões que datam do seculo XIX já que som alvo de roubos e depredação em nossa cidade nossa cidade já foi considerada uma das cidades Brasileiras com maior variedade de azulejos, boa parte de elas foi importada da Europa na virada do seculo XIX para XX, no entanto mais de 50% de azulejos se perderam por conta dos continuos roubos
exemplo de isto é o Palacete Vitor Maria da Silva donde os Azulejos roubados foram encontrados dias depois, em cacaos e estão no laboratorio de consirvação e Restauração da UFPA, a proteção de Palacete torice encaminhada, mas a situação na cidade causa procupação já que foram roubados Azulelos de três casarões, e o mais llamativo que são roubos puntuais muito estranhos
meu posicionamento senhor Prefeito é radical, estou em contra dos atentados que vam em detrimento da cultura de nossa cidade, e como morados de Belem peso a você mais segurança e investigacao, ja qui detrais de todo o que parece roubo o vandalismo tem uma organização delinquincial dedicada a roubo do patrimonio cultural da minha cidade, e por isso qui escrevo de você e de orgões de segurança mais control
Obrigado pela Atençao = Bibiana Cambará   Morador de Belem",2
